Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
NPKI,Energy,Oil & Gas Equipment & Services,1076462464,USD,1076462464.0
NPO,Industrials,Specialty Industrial Machinery,4882816000,USD,4882816000.0
NPWR,Industrials,Specialty Industrial Machinery,304522368,USD,304522368.0
NRC,Healthcare,Health Information Services,300210816,USD,300210816.0
NRDS,Communication Services,Internet Content & Information,914281216,USD,914281216.0
NRDY,Technology,Software - Application,185687360,USD,185687360.0
NREF,Real Estate,REIT - Mortgage,299751968,USD,299751968.0
NRG,Utilities,Utilities - Independent Power Producers,33749805056,USD,33749805056.0
NRIM,Financial Services,Banks - Regional,489087392,USD,489087392.0
NRIX,Healthcare,Biotechnology,1279279744,USD,1279279744.0
NSA,Real Estate,REIT - Industrial,4282401024,USD,4282401024.0
NSC,Industrials,Railroads,63315177472,USD,63315177472.0
NSIT,Technology,Electronics & Computer Distribution,3034451456,USD,3034451456.0
NSP,Industrials,Staffing & Employment Services,1698706176,USD,1698706176.0
NSR.AX,Real Estate,REIT - Industrial,3201133824,AUD,2081902710.4933476
NSSC,Industrials,Security & Protection Services,1453456768,USD,1453456768.0
NST.AX,Basic Materials,Gold,34918313984,AUD,22709619942.82041
NTAP,Technology,Software - Infrastructure,23343374336,USD,23343374336.0
NTB,Financial Services,Banks - Diversified,1923682688,USD,1923682688.0
NTCT,Technology,Software - Infrastructure,1990226304,USD,1990226304.0
NTGR,Technology,Communication Equipment,898947200,USD,898947200.0
NTGY.MC,Utilities,Utilities - Regulated Gas,25376960512,EUR,29162215856.62648
NTLA,Healthcare,Biotechnology,1403023744,USD,1403023744.0
NTNX,Technology,Software - Infrastructure,19269103616,USD,19269103616.0
NTPC.NS,Utilities,Utilities - Regulated Electric,3221497839616,INR,36329675169.78361
NTRA,Healthcare,Diagnostics & Research,27206692864,USD,27206692864.0
NTRS,Financial Services,Asset Management,24146505728,USD,24146505728.0
NTST,Real Estate,REIT - Retail,1570443520,USD,1570443520.0
NU,Financial Services,Banks - Regional,77945872384,USD,77945872384.0
NUE,Basic Materials,Steel,33998788608,USD,33998788608.0
NUF.AX,Basic Materials,Agricultural Inputs,810082880,AUD,526848871.78158075
NUS,Consumer Defensive,Household & Personal Products,529625536,USD,529625536.0
NUTX,Healthcare,Medical Care Facilities,731664384,USD,731664384.0
NUVB,Healthcare,Biotechnology,1769550080,USD,1769550080.0
NUVL,Healthcare,Biotechnology,6763177984,USD,6763177984.0
NVAX,Healthcare,Biotechnology,1284755200,USD,1284755200.0
NVCR,Healthcare,Medical Devices,1369539584,USD,1369539584.0
NVCT,Healthcare,Biotechnology,161905552,USD,161905552.0
NVDA,Technology,Semiconductors,5036907692032,USD,5036907692032.0
NVEC,Technology,Semiconductors,327185920,USD,327185920.0
NVG.LS,Basic Materials,Paper & Paper Products,2126437248,EUR,2443618966.992653
NVGS,Energy,Oil & Gas Midstream,1099725184,USD,1099725184.0
NVR,Consumer Cyclical,Residential Construction,19478597632,USD,19478597632.0
NVRI,Industrials,Waste Management,979066432,USD,979066432.0
NVST,Healthcare,Medical Instruments & Supplies,3303323136,USD,3303323136.0
NVT,Industrials,Electrical Equipment & Parts,18130360320,USD,18130360320.0
NVTS,Technology,Semiconductors,2610564096,USD,2610564096.0
NVX.AX,Industrials,Electrical Equipment & Parts,431729536,AUD,280781417.02782977
NWBI,Financial Services,Banks - Regional,1731250176,USD,1731250176.0
NWE,Utilities,Utilities - Regulated Electric,3687492096,USD,3687492096.0
NWFL,Financial Services,Banks - Regional,246543136,USD,246543136.0
NWG.L,Financial Services,Banks - Regional,46202437632,GBp,60304687544.077515
NWL,Consumer Defensive,Household & Personal Products,1351920000,USD,1351920000.0
NWL.AX,Technology,Software - Application,7564786176,AUD,4919865806.933852
NWN,Utilities,Utilities - Regulated Gas,1895039872,USD,1895039872.0
NWPX,Basic Materials,Steel,613864512,USD,613864512.0
NWS,Communication Services,Entertainment,15316610048,USD,15316610048.0
NWS.AX,Communication Services,Entertainment,23264956416,AUD,15130693836.92845
NWSA,Communication Services,Entertainment,15316610048,USD,15316610048.0
NX,Industrials,Building Products & Equipment,643652032,USD,643652032.0
NXDR,Communication Services,Internet Content & Information,743538368,USD,743538368.0
NXDT,Real Estate,REIT - Diversified,148675696,USD,148675696.0
NXPI,Technology,Semiconductors,52949790720,USD,52949790720.0
NXRT,Real Estate,REIT - Residential,1566720256,USD,1566720256.0
NXST,Communication Services,Broadcasting,5914606592,USD,5914606592.0
NXT,Technology,Solar,15448750080,USD,15448750080.0
NXT.AX,Technology,Information Technology Services,10581836800,AUD,6882047401.689088
NXT.L,Consumer Cyclical,Apparel Retail,16558209024,GBp,21612228113.052055
NXXT,Utilities,Utilities - Renewable,241750640,USD,241750640.0
NYT,Communication Services,Publishing,9290441728,USD,9290441728.0
NZX.NZ,Financial Services,Financial Data & Stock Exchanges,512579904,NZD,290512298.0325696
O,Real Estate,REIT - Retail,53212614656,USD,53212614656.0
O39.SI,Financial Services,Banks - Regional,76456779776,SGD,58512243586.04718
OABI,Healthcare,Biotechnology,213053984,USD,213053984.0
OBK,Financial Services,Banks - Regional,1067078976,USD,1067078976.0
OBT,Financial Services,Banks - Regional,330425792,USD,330425792.0
OC,Industrials,Building Products & Equipment,10389888000,USD,10389888000.0
OCA.NZ,Healthcare,Medical Care Facilities,586627136,NZD,332479670.0723264
OCFC,Financial Services,Banks - Regional,1035864256,USD,1035864256.0
OCI.AS,Basic Materials,Specialty Chemicals,709178048,EUR,814959825.7355328
OCUL,Healthcare,Biotechnology,2417827328,USD,2417827328.0
ODC,Basic Materials,Specialty Chemicals,794384704,USD,794384704.0
ODFL,Industrials,Trucking,28900220928,USD,28900220928.0
ODP,Consumer Cyclical,Specialty Retail,837577536,USD,837577536.0
OEC,Basic Materials,Specialty Chemicals,297593440,USD,297593440.0
OFG,Financial Services,Banks - Regional,1732974848,USD,1732974848.0
OFIX,Healthcare,Medical Devices,634277888,USD,634277888.0
OFLX,Industrials,Specialty Industrial Machinery,275070272,USD,275070272.0
OGE,Utilities,Utilities - Regulated Electric,8890427392,USD,8890427392.0
OGN,Healthcare,Drug Manufacturers - General,1744369024,USD,1744369024.0
OGS,Utilities,Utilities - Regulated Gas,4889866752,USD,4889866752.0
OHI,Real Estate,REIT - Healthcare Facilities,12750963712,USD,12750963712.0
OI,Consumer Cyclical,Packaging & Containers,1811901568,USD,1811901568.0
OII,Energy,Oil & Gas Equipment & Services,2410568960,USD,2410568960.0
OIS,Energy,Oil & Gas Equipment & Services,382969056,USD,382969056.0
OKE,Energy,Oil & Gas Midstream,41126576128,USD,41126576128.0
OKLO,Utilities,Utilities - Independent Power Producers,18697656320,USD,18697656320.0
OKTA,Technology,Software - Infrastructure,16056119296,USD,16056119296.0
OLED,Technology,Electronic Components,6932859392,USD,6932859392.0
OLLI,Consumer Defensive,Discount Stores,7620238848,USD,7620238848.0
OLMA,Healthcare,Biotechnology,577901056,USD,577901056.0
OLN,Basic Materials,Chemicals,2288136448,USD,2288136448.0
OLP,Real Estate,REIT - Diversified,431784640,USD,431784640.0
OLPX,Consumer Cyclical,Specialty Retail,707105920,USD,707105920.0
OM,Healthcare,Medical Devices,231138160,USD,231138160.0
OMC,Communication Services,Advertising Agencies,14093589504,USD,14093589504.0
OMCL,Healthcare,Health Information Services,1532825984,USD,1532825984.0
OMDA,Healthcare,Health Information Services,1477948160,USD,1477948160.0
OMER,Healthcare,Biotechnology,487960256,USD,487960256.0
OMF,Financial Services,Credit Services,7226384896,USD,7226384896.0
OMI,Healthcare,Medical Distribution,266845744,USD,266845744.0
ON,Technology,Semiconductors,20636827648,USD,20636827648.0
ONB,Financial Services,Banks - Regional,8006938624,USD,8006938624.0
ONEW,Consumer Cyclical,Specialty Retail,255378640,USD,255378640.0
ONGC.NS,Energy,Oil & Gas Integrated,3174633570304,INR,35801174526.31363
ONIT,Financial Services,Mortgage Finance,308917760,USD,308917760.0
ONON,Consumer Cyclical,Footwear & Accessories,11905626112,USD,11905626112.0
ONTF,Technology,Software - Application,229300080,USD,229300080.0
ONTO,Technology,Semiconductor Equipment & Materials,6454260736,USD,6454260736.0
OOMA,Technology,Software - Application,326870176,USD,326870176.0
OPAL,Utilities,Utilities - Regulated Gas,393607136,USD,393607136.0
OPBK,Financial Services,Banks - Regional,198871792,USD,198871792.0
OPCH,Healthcare,Medical Care Facilities,4193718016,USD,4193718016.0
OPFI,Financial Services,Credit Services,877426624,USD,877426624.0
OPK,Healthcare,Diagnostics & Research,1074781696,USD,1074781696.0
OPRT,Financial Services,Credit Services,235890384,USD,235890384.0
OPRX,Healthcare,Health Information Services,360904224,USD,360904224.0
OR,Basic Materials,Gold,6010407936,USD,6010407936.0
OR.BK,Energy,Oil & Gas Refining & Marketing,175200010240,THB,5380835570.496307
ORA,Utilities,Utilities - Renewable,6519314944,USD,6519314944.0
ORA.AX,Consumer Cyclical,Packaging & Containers,2519902464,AUD,1638854249.28129
ORC,Real Estate,REIT - Mortgage,1101430272,USD,1101430272.0
ORCL,Technology,Software - Infrastructure,735076941824,USD,735076941824.0
ORG.AX,Utilities,Utilities - Diversified,20500697088,AUD,13332918641.051565
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,507430848,USD,507430848.0
ORI,Financial Services,Insurance - Property & Casualty,9737157632,USD,9737157632.0
ORI.AX,Basic Materials,Specialty Chemicals,10478479360,AUD,6814827427.043737
ORIC,Healthcare,Biotechnology,1232490624,USD,1232490624.0
ORKA,Healthcare,Biotechnology,1267180928,USD,1267180928.0
ORLY,Consumer Cyclical,Auto Parts,77581164544,USD,77581164544.0
ORN,Industrials,Engineering & Construction,431728544,USD,431728544.0
ORRF,Financial Services,Banks - Regional,654648000,USD,654648000.0
ORSTED.CO,Utilities,Utilities - Renewable,153176932352,DKK,23575801711.08614
OSBC,Financial Services,Banks - Regional,947961664,USD,947961664.0
OSCR,Healthcare,Healthcare Plans,4566137856,USD,4566137856.0
OSIS,Technology,Electronic Components,4772480000,USD,4772480000.0
OSK,Industrials,Farm & Heavy Construction Machinery,7674014208,USD,7674014208.0
OSP.BK,Consumer Defensive,Beverages - Non-Alcoholic,45356625920,THB,1393016734.2667775
OSPN,Technology,Software - Infrastructure,469254720,USD,469254720.0
OSUR,Healthcare,Medical Instruments & Supplies,195275760,USD,195275760.0
OSW,Consumer Cyclical,Leisure,2352041472,USD,2352041472.0
OTIS,Industrials,Specialty Industrial Machinery,35140677632,USD,35140677632.0
OTTR,Industrials,Conglomerates,3266954240,USD,3266954240.0
OUST,Technology,Electronic Components,1834026368,USD,1834026368.0
OUT,Real Estate,REIT - Specialty,2954858240,USD,2954858240.0
OVBC,Financial Services,Banks - Regional,166251232,USD,166251232.0
OVLY,Financial Services,Banks - Regional,232168480,USD,232168480.0
OVV,Energy,Oil & Gas E&P,9649181696,USD,9649181696.0
OWL,Financial Services,Asset Management,25039980544,USD,25039980544.0
OXM,Consumer Cyclical,Apparel Manufacturing,549787520,USD,549787520.0
OXY,Energy,Oil & Gas E&P,40283271168,USD,40283271168.0
OZK,Financial Services,Banks - Regional,5040700928,USD,5040700928.0
PACB,Healthcare,Medical Devices,672830208,USD,672830208.0
PACK,Consumer Cyclical,Packaging & Containers,432004448,USD,432004448.0
PACS,Healthcare,Medical Care Facilities,1829542784,USD,1829542784.0
PAG,Consumer Cyclical,Auto & Truck Dealerships,10469533696,USD,10469533696.0
PAGS,Technology,Software - Infrastructure,2761104896,USD,2761104896.0
PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,1757942528,USD,1757942528.0
PAL,Industrials,Integrated Freight & Logistics,205916368,USD,205916368.0
PAMT,Industrials,Trucking,208004624,USD,208004624.0
PANL,Industrials,Marine Shipping,317728096,USD,317728096.0
PANW,Technology,Software - Infrastructure,148390412288,USD,148390412288.0
PAR,Technology,Software - Application,1444280448,USD,1444280448.0
PARR,Energy,Oil & Gas Refining & Marketing,2094073216,USD,2094073216.0
PATH,Technology,Software - Infrastructure,8427313152,USD,8427313152.0
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3421713408,USD,3421713408.0
PAX,Financial Services,Asset Management,2325028608,USD,2325028608.0
PAYC,Technology,Software - Application,10399031296,USD,10399031296.0
PAYO,Technology,Software - Infrastructure,2064608128,USD,2064608128.0
PAYS,Technology,Software - Infrastructure,282060768,USD,282060768.0
PAYX,Technology,Software - Application,41427415040,USD,41427415040.0
PB,Financial Services,Banks - Regional,6320839680,USD,6320839680.0
PBF,Energy,Oil & Gas Refining & Marketing,4065088256,USD,4065088256.0
PBFS,Financial Services,Banks - Regional,331782080,USD,331782080.0
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,2981394688,USD,2981394688.0
PBH.AX,Consumer Cyclical,Gambling,351478464,AUD,228588995.99745023
PBI,Industrials,Integrated Freight & Logistics,1581825536,USD,1581825536.0
PBYI,Healthcare,Biotechnology,253868448,USD,253868448.0
PCAR,Industrials,Farm & Heavy Construction Machinery,51186417664,USD,51186417664.0
PCAR3.SA,Consumer Cyclical,Department Stores,1735422464,BRL,322395435.6990054
PCB,Financial Services,Banks - Regional,311274176,USD,311274176.0
PCG,Utilities,Utilities - Regulated Electric,34968756224,USD,34968756224.0
PCH,Real Estate,REIT - Specialty,3018987264,USD,3018987264.0
PCOR,Technology,Software - Application,11144305664,USD,11144305664.0
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,997057088,USD,997057088.0
PCT,Industrials,Pollution & Treatment Controls,1963014528,USD,1963014528.0
PCT.L,Financial Services,Asset Management,5353079296,GBp,6986985771.51191
PCT.NZ,Real Estate,REIT - Diversified,2265459456,NZD,1283982902.0338945
PCTY,Technology,Software - Application,7657473024,USD,7657473024.0
PCVX,Healthcare,Biotechnology,5560334336,USD,5560334336.0
PCYO,Utilities,Utilities - Regulated Water,264817344,USD,264817344.0
PD,Technology,Software - Application,1502199552,USD,1502199552.0
PDD,Consumer Cyclical,Internet Retail,191197970432,USD,191197970432.0
PDEX,Healthcare,Medical Instruments & Supplies,117105952,USD,117105952.0
PDFS,Technology,Software - Application,1157141376,USD,1157141376.0
PDLB,Financial Services,Banks - Regional,320317728,USD,320317728.0
PDM,Real Estate,REIT - Office,1008606208,USD,1008606208.0
PDN.AX,Energy,Uranium,4258099200,AUD,2769315109.4046717
PDYN,Technology,Software - Infrastructure,325103744,USD,325103744.0
PEB,Real Estate,REIT - Hotel & Motel,1249773184,USD,1249773184.0
PEBK,Financial Services,Banks - Regional,155978944,USD,155978944.0
PEBO,Financial Services,Banks - Regional,1029673472,USD,1029673472.0
PECO,Real Estate,REIT - Retail,4692820480,USD,4692820480.0
PEG,Utilities,Utilities - Regulated Electric,40605126656,USD,40605126656.0
PEGA,Technology,Software - Application,10690838528,USD,10690838528.0
PEN,Healthcare,Medical Devices,8821213184,USD,8821213184.0
PENG,Technology,Information Technology Services,1194621056,USD,1194621056.0
PENN,Consumer Cyclical,Resorts & Casinos,2426598656,USD,2426598656.0
PEP,Consumer Defensive,Beverages - Non-Alcoholic,196350050304,USD,196350050304.0
PESI,Industrials,Waste Management,236972672,USD,236972672.0
PETR3.SA,Energy,Oil & Gas Integrated,398764343296,BRL,74079831778.72572
PETR4.SA,Energy,Oil & Gas Integrated,399596781568,BRL,74234476716.75159
PETZ3.SA,Consumer Cyclical,Specialty Retail,1700797440,BRL,315963025.1879424
PFBC,Financial Services,Banks - Regional,1123345920,USD,1123345920.0
PFE,Healthcare,Drug Manufacturers - General,140205670400,USD,140205670400.0
PFG,Financial Services,Asset Management,18238982144,USD,18238982144.0
PFGC,Consumer Defensive,Food Distribution,15364344832,USD,15364344832.0
PFI.NZ,Real Estate,REIT - Industrial,1296152576,NZD,734613785.1213825
PFIS,Financial Services,Banks - Regional,449057152,USD,449057152.0
PFS,Financial Services,Banks - Regional,2408665344,USD,2408665344.0
PFSI,Financial Services,Mortgage Finance,6591300096,USD,6591300096.0
PG,Consumer Defensive,Household & Personal Products,345883279360,USD,345883279360.0
PGC,Financial Services,Banks - Regional,440466656,USD,440466656.0
PGEN,Healthcare,Biotechnology,1468106880,USD,1468106880.0
PGNY,Healthcare,Healthcare Plans,1584655744,USD,1584655744.0
PGR,Financial Services,Insurance - Property & Casualty,119449681920,USD,119449681920.0
PGRE,Real Estate,REIT - Office,1562566016,USD,1562566016.0
PGY,Technology,Software - Infrastructure,2010205056,USD,2010205056.0
PH,Industrials,Specialty Industrial Machinery,97676836864,USD,97676836864.0
PHAT,Healthcare,Biotechnology,976730752,USD,976730752.0
PHIA.AS,Healthcare,Medical Devices,23251916800,EUR,26720198286.99648
PHIN,Consumer Cyclical,Auto Parts,2025544320,USD,2025544320.0
PHM,Consumer Cyclical,Residential Construction,23148328960,USD,23148328960.0
PHNX.L,Financial Services,Insurance - Life,6723332096,GBp,8775477270.99863
PHR,Healthcare,Health Information Services,1361855872,USD,1361855872.0
PHR.LS,Communication Services,Telecom Services,64916580,EUR,74599608.48103799
PI,Technology,Semiconductors,5650580992,USD,5650580992.0
PII,Consumer Cyclical,Recreational Vehicles,3692702976,USD,3692702976.0
PINC,Healthcare,Health Information Services,2330874112,USD,2330874112.0
PINE,Real Estate,REIT - Retail,224980096,USD,224980096.0
PINS,Communication Services,Internet Content & Information,22913630208,USD,22913630208.0
PIPR,Financial Services,Capital Markets,5764530176,USD,5764530176.0
PIRC.MI,Consumer Cyclical,Auto Parts,6139999744,EUR,7055848859.814758
PJT,Financial Services,Capital Markets,6454117376,USD,6454117376.0
